Order ID,Customer ID,Product ID,Order Date,Category,Sub-Category,Quantity,Sales Amount,Discount,Profit,Tax Amount,Region,State,City,Payment Mode
3979d8cb,bb31d991,2273,2023-02-27 14:00:00,Clothing,Kids,3,1120.1,0.81,303.52,78.41,North,New York,Dallas,Debit Card
4b69f24a,6af0867c,2100,2023-02-27 15:00:00,Sports,Outdoor,5,944.17,0.65,191.29,66.09,East,Illinois,Chicago,Bank Transfer
4ee7fad0,d1310ff6,2071,2023-02-27 16:00:00,Electronics,Laptops,5,850.6,24.22,119.65,59.54,West,Florida,Los Angeles,PayPal
ffdcd487,be2b9cf4,2398,2023-02-27 17:00:00,Electronics,Laptops,2,1527.81,15.46,260.93,106.95,North,Florida,Dallas,Debit Card
0a7e8967,76fef5e3,2080,2023-02-27 18:00:00,Home Decor,Lighting,4,473.21,7.44,221.75,33.12,West,Illinois,Los Angeles,Credit Card
a3b8ef7a,458cc65d,2225,2023-02-27 19:00:00,Furniture,Tables,1,1146.03,18.77,385.15,80.22,North,Texas,Chicago,Credit Card
2377a03c,01346739,2407,2023-02-27 20:00:00,Furniture,Beds,4,1231.36,7.97,249.18,86.2,South,Florida,Houston,Debit Card
89d0c0c5,725904e3,2158,2023-02-27 21:00:00,Furniture,Tables,2,553.25,26.45,422.35,38.73,East,Florida,Houston,PayPal
bf08adaa,776e4e16,2130,2023-02-27 22:00:00,Home Decor,Wall Art,4,159.27,22.36,214.42,11.15,North,California,Houston,Debit Card
1066bcf2,f13408f4,2457,2023-02-27 23:00:00,Furniture,Beds,3,1078.27,10.95,440.18,75.48,East,New York,Dallas,PayPal
1f20c89e,b7642c42,2182,2023-02-28 00:00:00,Sports,Footwear,5,969.99,24.73,422.7,67.9,East,California,Miami,PayPal
7938af01,ed45a8fc,2046,2023-02-28 01:00:00,Clothing,Accessories,1,134.47,24.22,358.28,9.41,West,New York,Dallas,Debit Card
4e77097c,ca7e7523,2393,2023-02-28 02:00:00,Sports,Indoor,4,640.31,6.34,36.66,44.82,South,California,Chicago,Credit Card
b3c52b8f,abca3d70,2155,2023-02-28 03:00:00,Furniture,Beds,3,1472.12,20.9,10.69,103.05,North,Texas,Chicago,PayPal
bf175db1,3d3dc0a5,2437,2023-02-28 04:00:00,Clothing,Kids,4,349.83,10.37,406.15,24.49,North,New York,Miami,Bank Transfer
2527c006,380eb2db,2457,2023-02-28 05:00:00,Furniture,Tables,5,777.05,11.38,269.98,54.39,North,Illinois,Los Angeles,Bank Transfer
4eda3b60,a4cf4a4e,2278,2023-02-28 06:00:00,Electronics,Smartphones,1,924.35,5.27,75.04,64.7,South,California,Dallas,Bank Transfer
966e340f,14ed3790,2193,2023-02-28 07:00:00,Furniture,Sofas,1,382.55,4.52,267.41,26.78,East,California,Los Angeles,Credit Card
8762da52,1c5918bd,2129,2023-02-28 08:00:00,Electronics,Tablets,3,699.4,8.75,343.57,48.96,South,California,Miami,PayPal
aac1fa0c,1bafbba7,2080,2023-02-28 09:00:00,Furniture,Tables,1,866.35,8.48,68.53,60.64,South,Florida,Los Angeles,Bank Transfer
11d5ff1a,3a50e7ed,2283,2023-02-28 10:00:00,Clothing,Women,1,1371.49,6.84,250.31,96.0,East,Illinois,Dallas,PayPal
1a740330,b5ccbe30,2280,2023-02-28 11:00:00,Clothing,Men,4,328.21,27.7,146.12,22.97,West,Florida,Houston,PayPal
30e311e9,04ff5e1f,2495,2023-02-28 12:00:00,Home Decor,Curtains,4,530.88,9.34,144.62,37.16,West,California,Dallas,Credit Card
26af12a7,20804283,2381,2023-02-28 13:00:00,Furniture,Beds,3,1615.86,11.89,31.88,113.11,West,Illinois,Dallas,PayPal
9350f812,45929de6,2033,2023-02-28 14:00:00,Electronics,Tablets,1,1554.12,26.41,492.72,108.79,East,Texas,Los Angeles,Credit Card
9b688305,ffa1b396,2471,2023-02-28 15:00:00,Furniture,Tables,4,534.44,7.44,363.7,37.41,North,Texas,Houston,Credit Card
01245e1f,3956dc96,2349,2023-02-28 16:00:00,Furniture,Tables,3,154.85,5.95,124.64,10.84,South,Illinois,Los Angeles,Credit Card
f6d72432,68f962c3,2199,2023-02-28 17:00:00,Electronics,Smartphones,5,1460.48,8.59,395.94,102.23,North,Texas,Chicago,PayPal
b13f2ec6,bfd3bf8c,2124,2023-02-28 18:00:00,Sports,Outdoor,3,1382.82,29.89,377.76,96.8,North,New York,Miami,PayPal
943c1bd7,d54a57d3,2382,2023-02-28 19:00:00,Electronics,Tablets,4,1747.42,21.69,478.2,122.32,North,Illinois,Miami,Credit Card
fb24a5b2,9cd81deb,2098,2023-02-28 20:00:00,Furniture,Beds,4,1233.6,2.56,275.19,86.35,East,Texas,Los Angeles,PayPal
739be4c8,e27a05fd,2027,2023-02-28 21:00:00,Home Decor,Vases,5,1573.53,24.03,401.25,110.15,South,Florida,Dallas,Bank Transfer
894d29d1,340ea93b,2005,2023-02-28 22:00:00,Electronics,Smartphones,1,1648.75,23.53,155.29,115.41,East,New York,Miami,PayPal
51835f35,d64608c8,2345,2023-02-28 23:00:00,Furniture,Sofas,2,1826.89,24.68,165.56,127.88,South,New York,Chicago,PayPal
96d752a5,9155bc75,2464,2023-03-01 00:00:00,Furniture,Tables,4,1273.07,2.17,101.5,89.11,East,Illinois,Chicago,PayPal
d2c8dc48,50da4b6f,2189,2023-03-01 01:00:00,Furniture,Tables,4,1972.83,5.92,395.19,138.1,North,New York,Dallas,PayPal
752d89ac,d5fcb599,2295,2023-03-01 02:00:00,Clothing,Men,4,1665.52,20.59,314.41,116.59,South,Texas,Miami,Credit Card
d9c20c9a,ad6be256,2393,2023-03-01 03:00:00,Electronics,Tablets,3,1700.26,0.33,219.08,119.02,North,Illinois,Houston,Debit Card
e7d5c3d1,8bfe3e27,2026,2023-03-01 04:00:00,Home Decor,Lighting,4,315.62,2.36,193.67,22.09,West,Florida,Los Angeles,Credit Card
68a14d47,0b1aa488,2015,2023-03-01 05:00:00,Clothing,Accessories,4,671.41,20.33,274.48,47.0,East,Florida,Los Angeles,Credit Card
fa47aee9,2e62a8f2,2095,2023-03-01 06:00:00,Home Decor,Vases,4,637.39,26.94,496.94,44.62,South,California,Houston,PayPal
7fad28ec,42f3f824,2031,2023-03-01 07:00:00,Home Decor,Wall Art,3,391.83,4.33,317.33,27.43,East,New York,Los Angeles,Bank Transfer
5037c98d,bdef736c,2338,2023-03-01 08:00:00,Sports,Gym,3,819.65,21.47,206.07,57.38,West,New York,Los Angeles,Credit Card
0dc716cc,8564d6ee,2114,2023-03-01 09:00:00,Clothing,Women,1,510.1,13.27,418.8,35.71,West,Florida,Chicago,Bank Transfer
aaeedaf1,d6628065,2302,2023-03-01 10:00:00,Sports,Indoor,4,1870.19,28.82,257.72,130.91,South,California,Miami,Bank Transfer
b9fa5da8,0b64828b,2131,2023-03-01 11:00:00,Electronics,Accessories,1,932.78,24.92,434.68,65.29,West,Illinois,Miami,Bank Transfer
70afa5e7,a90de1ac,2419,2023-03-01 12:00:00,Electronics,Tablets,1,1291.18,19.32,398.14,90.38,West,Florida,Miami,Debit Card
b14aae8e,7e1f33e6,2483,2023-03-01 13:00:00,Clothing,Men,1,39.02,14.74,175.08,2.73,South,Illinois,Chicago,Debit Card
baeb74e6,585ae2b1,2366,2023-03-01 14:00:00,Clothing,Men,1,1287.52,28.54,204.03,90.13,South,California,Dallas,Debit Card
8db4554f,05a81576,2260,2023-03-01 15:00:00,Clothing,Accessories,3,630.96,8.12,161.84,44.17,South,Texas,Los Angeles,Debit Card
e925f3e9,05785658,2370,2023-03-01 16:00:00,Sports,Footwear,4,1526.98,10.39,381.54,106.89,South,Texas,Los Angeles,Bank Transfer
e0267c4f,1da99582,2006,2023-03-01 17:00:00,Home Decor,Lighting,1,1767.22,16.19,69.54,123.71,North,Texas,Los Angeles,Debit Card
bba37863,7300ffb5,2477,2023-03-01 18:00:00,Home Decor,Lighting,4,1586.04,19.61,91.56,111.02,West,Florida,Houston,PayPal
52de15b9,28f94708,2366,2023-03-01 19:00:00,Sports,Indoor,5,845.46,15.17,243.46,59.18,South,New York,Miami,Credit Card
3e264197,df78eaed,2456,2023-03-01 20:00:00,Clothing,Men,5,763.87,28.44,34.9,53.47,West,New York,Houston,Debit Card
a4f989a7,b7642c42,2327,2023-03-01 21:00:00,Clothing,Kids,3,752.74,25.87,109.33,52.69,East,Texas,Dallas,Credit Card
ee995c69,b9ce6ae6,2330,2023-03-01 22:00:00,Clothing,Women,5,1453.36,18.57,458.78,101.74,North,Florida,Dallas,Bank Transfer
5a82af84,c07f01a2,2492,2023-03-01 23:00:00,Furniture,Chairs,2,1671.07,28.87,252.45,116.97,East,California,Los Angeles,PayPal
6d23a571,74fa1889,2066,2023-03-02 00:00:00,Furniture,Chairs,5,1158.32,23.45,31.36,81.08,South,Florida,Dallas,Bank Transfer
6f4c61b1,414d7967,2327,2023-03-02 01:00:00,Electronics,Smartphones,4,580.68,22.74,84.89,40.65,West,Illinois,Miami,Bank Transfer
d872bee6,8bb1baf7,2398,2023-03-02 02:00:00,Electronics,Tablets,4,506.28,15.54,172.83,35.44,North,New York,Los Angeles,Bank Transfer
7f5e87e0,cf4a0adb,2179,2023-03-02 03:00:00,Sports,Footwear,5,1833.15,23.54,41.37,128.32,North,Texas,Los Angeles,PayPal
50113164,1027727b,2117,2023-03-02 04:00:00,Sports,Outdoor,5,1897.46,17.8,374.29,132.82,North,California,Miami,Credit Card
f7c1178c,e0b33ff4,2128,2023-03-02 05:00:00,Clothing,Women,2,1848.43,2.76,459.34,129.39,East,Texas,Miami,Credit Card
943bd4db,aca5d963,2138,2023-03-02 06:00:00,Sports,Indoor,5,1018.12,26.1,274.76,71.27,North,Texas,Los Angeles,Bank Transfer
d61be80e,9c6809aa,2047,2023-03-02 07:00:00,Electronics,Smartphones,2,1139.79,17.19,338.27,79.79,East,Illinois,Houston,Bank Transfer
bfad9eee,62418866,2355,2023-03-02 08:00:00,Electronics,Tablets,2,1486.32,5.24,380.32,104.04,South,Texas,Dallas,Debit Card
f3dcf9a3,87919c01,2231,2023-03-02 09:00:00,Electronics,Accessories,2,440.4,26.84,44.9,30.83,South,New York,Houston,Debit Card
6f18900a,945563c2,2345,2023-03-02 10:00:00,Furniture,Chairs,3,1084.46,24.22,200.26,75.91,East,Texas,Miami,Debit Card
5d7eeeca,43598211,2297,2023-03-02 11:00:00,Electronics,Tablets,4,1052.93,13.11,483.3,73.71,East,Illinois,Chicago,Debit Card
7daded58,d640c416,2040,2023-03-02 12:00:00,Clothing,Accessories,3,903.91,22.87,409.96,63.27,South,Florida,Chicago,Debit Card
ff950489,776e4e16,2013,2023-03-02 13:00:00,Furniture,Beds,1,936.09,16.76,235.21,65.53,South,New York,Chicago,Bank Transfer
1de7b09b,9ff731d0,2025,2023-03-02 14:00:00,Electronics,Tablets,5,1692.01,26.09,73.5,118.44,East,California,Chicago,Credit Card
2c69f8d4,dd5323ba,2128,2023-03-02 15:00:00,Clothing,Kids,1,1596.19,27.46,127.05,111.73,East,New York,Los Angeles,Credit Card
e468b8d1,cba4c290,2219,2023-03-02 16:00:00,Clothing,Kids,5,1727.98,23.2,120.64,120.96,North,Texas,Dallas,Debit Card
9b298ae8,1d83e085,2289,2023-03-02 17:00:00,Clothing,Accessories,5,1480.12,20.63,254.81,103.61,West,Florida,Houston,Credit Card
1c4e1ef4,d6a1081d,2083,2023-03-02 18:00:00,Furniture,Tables,5,784.72,23.16,253.18,54.93,North,Florida,Los Angeles,Credit Card
2d33b9f1,993d0736,2428,2023-03-02 19:00:00,Electronics,Laptops,5,1825.36,25.14,430.68,127.78,North,Illinois,Dallas,Bank Transfer
53348196,a2b14d39,2146,2023-03-02 20:00:00,Furniture,Beds,2,298.68,23.2,456.92,20.91,South,Florida,Los Angeles,Bank Transfer
7964cc31,644c3cb7,2205,2023-03-02 21:00:00,Home Decor,Curtains,4,1866.11,12.41,496.68,130.63,East,California,Miami,Debit Card
e356d1e7,1de01819,2482,2023-03-02 22:00:00,Electronics,Smartphones,2,1322.57,24.16,371.06,92.58,South,Texas,Houston,PayPal
d04d2738,88a1ee76,2160,2023-03-02 23:00:00,Clothing,Men,1,590.07,21.47,93.57,41.3,West,Texas,Chicago,Debit Card
c0af0aeb,d7113e38,2174,2023-03-03 00:00:00,Electronics,Laptops,4,545.97,15.3,150.13,38.22,South,Illinois,Los Angeles,Debit Card
d107c69b,64f42d4e,2122,2023-03-03 01:00:00,Electronics,Accessories,5,1770.47,15.25,215.93,123.93,West,New York,Chicago,PayPal
d11957b8,59b71fc7,2399,2023-03-03 02:00:00,Electronics,Laptops,4,521.07,6.43,213.79,36.47,East,Florida,Chicago,Credit Card
0379dc2d,223965c9,2266,2023-03-03 03:00:00,Sports,Gym,4,1507.13,26.22,234.13,105.5,South,Texas,Los Angeles,Bank Transfer
4cde4836,1bafbba7,2350,2023-03-03 04:00:00,Sports,Outdoor,5,568.99,15.95,114.44,39.83,West,California,Los Angeles,PayPal
22569cbb,e66baf38,2175,2023-03-03 05:00:00,Electronics,Laptops,5,204.53,5.93,198.95,14.32,East,Texas,Houston,Bank Transfer
b095a5b0,23a594ab,2341,2023-03-03 06:00:00,Sports,Footwear,3,1365.79,3.25,470.41,95.61,West,New York,Los Angeles,Credit Card
874f474a,05785658,2383,2023-03-03 07:00:00,Home Decor,Curtains,1,872.85,4.81,214.25,61.1,East,Florida,Los Angeles,PayPal
926923dc,1cec72d9,2013,2023-03-03 08:00:00,Home Decor,Vases,5,577.51,7.86,91.67,40.43,South,Florida,Miami,Debit Card
9c0f3004,80d273b3,2464,2023-03-03 09:00:00,Furniture,Chairs,1,167.76,19.95,25.51,11.74,North,Illinois,Chicago,Credit Card
3dd78283,2ff72dd4,2020,2023-03-03 10:00:00,Home Decor,Lighting,4,1526.61,9.54,296.87,106.86,North,California,Houston,Bank Transfer
aedfa581,2a2ac75f,2264,2023-03-03 11:00:00,Sports,Indoor,4,727.94,20.11,112.05,50.96,South,California,Dallas,Credit Card
d16ce9da,aa187b3a,2310,2023-03-03 12:00:00,Sports,Gym,5,1591.73,9.09,8.13,111.42,South,Texas,Houston,Credit Card
8e6e8b26,d655822f,2487,2023-03-03 13:00:00,Furniture,Beds,2,1403.59,22.74,454.9,98.25,North,New York,Houston,Debit Card
20062f33,192392ab,2233,2023-03-03 14:00:00,Electronics,Accessories,1,1815.13,13.28,307.35,127.06,East,Florida,Miami,Credit Card
dbf45a9b,eff1f4eb,2065,2023-03-03 15:00:00,Electronics,Tablets,4,403.14,18.63,33.92,28.22,East,Texas,Dallas,PayPal
1841c8ed,e80b42ee,2385,2023-03-03 16:00:00,Electronics,Accessories,3,827.5,8.56,367.61,57.93,East,New York,Houston,PayPal
b06be590,3e01c49e,2007,2023-03-03 17:00:00,Sports,Footwear,2,1953.65,20.03,126.5,136.76,East,New York,Houston,Bank Transfer
9d7298b3,dd41d446,2070,2023-03-03 18:00:00,Sports,Gym,2,589.15,8.18,313.15,41.24,West,New York,Miami,Debit Card
29ed3d27,4a55553d,2249,2023-03-03 19:00:00,Electronics,Smartphones,1,528.91,20.0,361.05,37.02,East,California,Miami,Debit Card
d0061010,c8a35113,2093,2023-03-03 20:00:00,Home Decor,Curtains,4,1166.48,22.73,89.23,81.65,South,California,Miami,Credit Card
883ecee8,8bb29715,2135,2023-03-03 21:00:00,Furniture,Chairs,1,1546.8,22.13,346.15,108.28,West,Illinois,Miami,Credit Card
9a17f4a9,2ff72dd4,2092,2023-03-03 22:00:00,Sports,Footwear,2,1170.04,3.2,456.38,81.9,East,Illinois,Dallas,Bank Transfer
53b2061a,1ce4a4f4,2326,2023-03-03 23:00:00,Sports,Outdoor,5,246.12,24.01,106.5,17.23,North,California,Dallas,Bank Transfer
5b6f9008,d640c416,2333,2023-03-04 00:00:00,Clothing,Men,2,1186.28,25.32,138.46,83.04,East,New York,Miami,Debit Card
914cc488,1d2c222f,2251,2023-03-04 01:00:00,Electronics,Tablets,3,755.7,22.37,108.16,52.9,South,New York,Dallas,Bank Transfer
29087d24,4a55553d,2182,2023-03-04 02:00:00,Sports,Footwear,2,1340.33,5.94,336.97,93.82,South,Texas,Los Angeles,Debit Card
09e784ec,d5597e20,2214,2023-03-04 03:00:00,Home Decor,Lighting,4,563.53,15.21,86.7,39.45,West,Florida,Chicago,Debit Card
f48237ad,4da757c4,2337,2023-03-04 04:00:00,Sports,Footwear,2,791.43,4.06,350.67,55.4,South,California,Houston,Debit Card
b602212a,622bdcf6,2246,2023-03-04 05:00:00,Sports,Footwear,2,473.22,20.53,315.09,33.13,West,New York,Dallas,Credit Card
b1acafa6,e939f19a,2285,2023-03-04 06:00:00,Electronics,Laptops,5,1330.63,29.26,349.85,93.14,West,Texas,Houston,PayPal
c80ff742,8b3b6020,2480,2023-03-04 07:00:00,Clothing,Men,2,1705.25,10.02,150.28,119.37,North,Texas,Chicago,PayPal
d6621e97,d655822f,2496,2023-03-04 08:00:00,Furniture,Sofas,5,1459.11,4.8,445.77,102.14,West,Florida,Houston,PayPal
a7f88b09,3ece1ed3,2465,2023-03-04 09:00:00,Clothing,Kids,3,1885.85,15.54,419.2,132.01,West,New York,Dallas,Bank Transfer
4fe001f8,4a55553d,2254,2023-03-04 10:00:00,Home Decor,Vases,2,684.16,10.46,282.51,47.89,North,Florida,Miami,Bank Transfer
93887c9d,fb1ef711,2297,2023-03-04 11:00:00,Home Decor,Curtains,1,978.36,27.65,298.83,68.49,North,New York,Los Angeles,PayPal
a9914b8f,a83f2e52,2228,2023-03-04 12:00:00,Sports,Gym,1,70.92,2.97,281.01,4.96,West,California,Los Angeles,PayPal
1a2c662e,8dde0a9e,2047,2023-03-04 13:00:00,Electronics,Accessories,4,1865.73,4.88,11.79,130.6,South,New York,Miami,PayPal
55235185,05a81576,2403,2023-03-04 14:00:00,Clothing,Kids,1,1427.27,20.16,26.81,99.91,North,Texas,Dallas,Bank Transfer
71f7c712,9a1a096e,2231,2023-03-04 15:00:00,Furniture,Tables,4,135.7,10.29,326.82,9.5,North,Texas,Dallas,Debit Card
d722293e,3b945a3a,2239,2023-03-04 16:00:00,Home Decor,Wall Art,4,381.33,18.7,308.1,26.69,North,Texas,Houston,Credit Card
e2f6cc12,615af4da,2434,2023-03-04 17:00:00,Home Decor,Curtains,1,1420.89,2.05,51.46,99.46,East,California,Houston,Credit Card
9f57139c,09ef2817,2020,2023-03-04 18:00:00,Sports,Gym,4,292.17,7.31,210.53,20.45,East,Illinois,Dallas,Debit Card
d3b121c1,d64608c8,2446,2023-03-04 19:00:00,Clothing,Women,3,923.2,1.91,313.34,64.62,West,California,Dallas,Credit Card
2d52402c,04ca6523,2024,2023-03-04 20:00:00,Electronics,Tablets,1,1687.06,22.35,74.93,118.09,West,New York,Chicago,Debit Card
e6f6766f,0ff3afff,2159,2023-03-04 21:00:00,Electronics,Accessories,2,279.17,27.33,489.91,19.54,North,Texas,Houston,PayPal
ed093c5d,fb7a440a,2372,2023-03-04 22:00:00,Home Decor,Wall Art,1,1856.03,8.24,54.15,129.92,West,Florida,Dallas,Credit Card
f0c97989,e9a7f965,2015,2023-03-04 23:00:00,Sports,Indoor,4,1285.26,25.98,109.56,89.97,East,Florida,Dallas,Debit Card
893e10bd,47f99935,2395,2023-03-05 00:00:00,Home Decor,Curtains,1,871.96,23.81,186.58,61.04,West,Florida,Chicago,PayPal
13f7c5de,33c4f716,2432,2023-03-05 01:00:00,Sports,Footwear,3,1069.05,12.55,247.73,74.83,North,California,Dallas,Bank Transfer
f56ff51b,2b99c119,2110,2023-03-05 02:00:00,Clothing,Men,4,928.08,9.06,143.65,64.97,West,New York,Los Angeles,Bank Transfer
6e9938a0,a2b14d39,2225,2023-03-05 03:00:00,Clothing,Kids,2,437.42,28.95,160.48,30.62,South,Florida,Houston,Credit Card
6d5b816c,3d4527a7,2127,2023-03-05 04:00:00,Home Decor,Vases,1,1130.1,7.65,150.18,79.11,West,Illinois,Dallas,Debit Card
19d8ace5,bb31d991,2461,2023-03-05 05:00:00,Electronics,Smartphones,4,1395.94,19.46,481.33,97.72,North,New York,Houston,PayPal
6ccc4944,850a6151,2099,2023-03-05 06:00:00,Clothing,Women,1,1837.07,28.73,54.43,128.59,East,New York,Los Angeles,Credit Card
7530f68e,a0b261de,2471,2023-03-05 07:00:00,Sports,Footwear,5,285.49,26.6,289.52,19.98,East,California,Chicago,Credit Card
f4aa9ddb,1a2a0af5,2044,2023-03-05 08:00:00,Electronics,Tablets,4,30.42,11.76,33.78,2.13,South,Texas,Chicago,PayPal
31145cc8,6696fb64,2195,2023-03-05 09:00:00,Furniture,Sofas,1,164.87,15.27,325.03,11.54,East,Texas,Dallas,PayPal
db80bb8a,340781d9,2252,2023-03-05 10:00:00,Electronics,Smartphones,5,706.27,26.5,409.79,49.44,North,California,Chicago,PayPal
c1535a1a,56903de1,2450,2023-03-05 11:00:00,Sports,Gym,3,1024.89,7.32,347.41,71.74,North,Illinois,Houston,PayPal
052b049c,585ae2b1,2047,2023-03-05 12:00:00,Furniture,Tables,3,120.89,1.73,384.79,8.46,East,Texas,Chicago,Debit Card
b0123ef0,8d48215b,2024,2023-03-05 13:00:00,Furniture,Tables,5,935.44,19.84,97.09,65.48,East,New York,Los Angeles,Debit Card
b0de4076,12e2346a,2307,2023-03-05 14:00:00,Sports,Footwear,3,1220.05,10.89,59.5,85.4,West,New York,Chicago,PayPal
252ef619,33803868,2034,2023-03-05 15:00:00,Clothing,Kids,4,267.81,6.45,157.37,18.75,South,Texas,Los Angeles,Credit Card
0d1fc910,666a4e1e,2113,2023-03-05 16:00:00,Electronics,Smartphones,2,1136.95,4.22,311.06,79.59,East,Illinois,Chicago,Bank Transfer
3d125b00,30b87a5b,2210,2023-03-05 17:00:00,Furniture,Tables,4,1355.84,19.16,277.47,94.91,North,Florida,Chicago,Bank Transfer
9ca6ff7b,556dd73c,2492,2023-03-05 18:00:00,Sports,Gym,2,1322.19,27.95,370.76,92.55,West,Florida,Houston,Debit Card
5b7db696,7b25dfce,2038,2023-03-05 19:00:00,Sports,Indoor,4,210.05,29.7,181.66,14.7,West,New York,Miami,Bank Transfer
3f3471f4,9deeae4e,2216,2023-03-05 20:00:00,Home Decor,Wall Art,4,529.19,26.71,17.53,37.04,West,Texas,Houston,Credit Card
35db5d27,2b973eef,2044,2023-03-05 21:00:00,Home Decor,Curtains,1,613.7,5.04,246.93,42.96,East,Illinois,Miami,Debit Card
93d8f0cb,4549e984,2026,2023-03-05 22:00:00,Clothing,Women,4,457.7,11.5,313.03,32.04,East,California,Los Angeles,Credit Card
e4824a98,2ef1fd05,2015,2023-03-05 23:00:00,Electronics,Smartphones,4,1112.32,3.81,54.24,77.86,South,Texas,Houston,Bank Transfer
041d1d65,37278c83,2326,2023-03-06 00:00:00,Home Decor,Wall Art,3,1593.7,29.65,18.54,111.56,East,New York,Los Angeles,Debit Card
26516248,33d7ee92,2032,2023-03-06 01:00:00,Clothing,Kids,5,1912.63,29.38,284.71,133.88,West,California,Los Angeles,Debit Card
d91590d6,05b8dd05,2127,2023-03-06 02:00:00,Electronics,Accessories,2,1136.36,9.78,472.23,79.55,North,Florida,Dallas,Bank Transfer
a74fde9e,3a2efd93,2047,2023-03-06 03:00:00,Home Decor,Curtains,3,1201.38,22.91,311.27,84.1,East,New York,Houston,Credit Card
6e4ac558,49b8813d,2353,2023-03-06 04:00:00,Furniture,Chairs,1,1562.67,26.26,134.06,109.39,West,New York,Chicago,Bank Transfer
963f774a,27c839d6,2138,2023-03-06 05:00:00,Furniture,Beds,2,1862.81,18.32,74.24,130.4,West,New York,Los Angeles,PayPal
266fc222,3de796d5,2275,2023-03-06 06:00:00,Furniture,Chairs,2,1772.42,26.92,495.88,124.07,North,California,Dallas,Credit Card
04b4a2bd,696b41e6,2233,2023-03-06 07:00:00,Clothing,Men,1,214.39,23.21,347.92,15.01,East,New York,Dallas,Credit Card
f5cf6e18,c53a8037,2228,2023-03-06 08:00:00,Furniture,Chairs,4,205.35,25.62,341.3,14.37,North,Texas,Los Angeles,Credit Card
6b214208,c7cf2957,2184,2023-03-06 09:00:00,Home Decor,Lighting,1,979.15,8.85,207.53,68.54,North,Texas,Houston,Debit Card
4b0871bd,03d7d848,2156,2023-03-06 10:00:00,Sports,Gym,3,1071.95,29.1,486.85,75.04,West,New York,Dallas,Debit Card
9f19ba33,1ef42933,2259,2023-03-06 11:00:00,Home Decor,Wall Art,5,703.63,21.92,157.22,49.25,North,Illinois,Miami,Bank Transfer
e2514d47,5e7ef227,2086,2023-03-06 12:00:00,Electronics,Laptops,5,87.51,13.25,430.28,6.13,South,Florida,Los Angeles,Credit Card
0281529f,2c655b37,2289,2023-03-06 13:00:00,Furniture,Beds,1,1552.15,25.38,336.12,108.65,West,New York,Chicago,Bank Transfer
518fef3f,d601a079,2002,2023-03-06 14:00:00,Electronics,Accessories,3,210.21,8.71,137.27,14.71,East,Texas,Los Angeles,Bank Transfer
a1010ec1,7a1d2dd5,2406,2023-03-06 15:00:00,Sports,Indoor,1,730.21,21.76,415.52,51.11,South,Illinois,Los Angeles,Bank Transfer
2fbf5fa0,b1236a8d,2391,2023-03-06 16:00:00,Sports,Outdoor,5,1779.38,21.2,256.5,124.56,North,Florida,Houston,PayPal
b43c75c3,dae26a7a,2330,2023-03-06 17:00:00,Home Decor,Lighting,1,1666.57,29.7,451.86,116.66,North,Texas,Los Angeles,Credit Card
9e1d46ae,aff337f0,2051,2023-03-06 18:00:00,Furniture,Beds,4,1956.95,25.27,191.23,136.99,West,California,Houston,PayPal
e5212a9a,4d3cfedb,2333,2023-03-06 19:00:00,Furniture,Chairs,5,315.11,29.37,266.4,22.06,North,Florida,Chicago,PayPal
4a93a013,9aa29a32,2153,2023-03-06 20:00:00,Electronics,Accessories,2,1857.15,8.64,339.6,130.0,South,New York,Chicago,Bank Transfer
43ae9235,aca5d963,2003,2023-03-06 21:00:00,Home Decor,Lighting,5,1188.86,8.66,299.49,83.22,South,Illinois,Dallas,Credit Card
5d6b34b8,d1310ff6,2144,2023-03-06 22:00:00,Home Decor,Wall Art,1,57.64,8.21,92.83,4.03,North,New York,Miami,Credit Card
d7960279,e58c35ac,2308,2023-03-06 23:00:00,Clothing,Accessories,1,141.06,14.78,44.37,9.87,East,Texas,Chicago,Debit Card
6afde680,85206be0,2116,2023-03-07 00:00:00,Furniture,Beds,1,255.41,20.96,277.37,17.88,South,New York,Miami,Credit Card
3bc3ac44,fe071559,2114,2023-03-07 01:00:00,Electronics,Smartphones,2,1057.95,29.45,60.32,74.06,East,New York,Miami,Credit Card
d764fff9,2144ac0c,2481,2023-03-07 02:00:00,Electronics,Smartphones,3,362.8,8.84,50.05,25.4,East,New York,Los Angeles,Debit Card
0961525a,7a96cfc8,2192,2023-03-07 03:00:00,Sports,Indoor,3,331.82,23.36,113.59,23.23,West,Florida,Chicago,Credit Card
11e0fda8,b26c7238,2331,2023-03-07 04:00:00,Home Decor,Vases,1,814.51,29.56,129.38,57.02,East,Illinois,Dallas,Credit Card
952d8ebe,690786fd,2455,2023-03-07 05:00:00,Electronics,Smartphones,2,972.9,2.72,57.14,68.1,West,Texas,Miami,Debit Card
e7dab5b5,23408b94,2056,2023-03-07 06:00:00,Electronics,Tablets,3,1634.92,8.7,11.82,114.44,South,New York,Chicago,PayPal
3cdf0cd3,a5568fc6,2225,2023-03-07 07:00:00,Clothing,Men,2,1053.68,29.72,388.77,73.76,East,Texas,Houston,Debit Card
fc14eecd,3ecf6b1d,2189,2023-03-07 08:00:00,Sports,Indoor,4,1793.18,11.43,226.19,125.52,West,California,Dallas,Debit Card
fcee8f3d,80d273b3,2361,2023-03-07 09:00:00,Clothing,Kids,1,1840.66,0.93,290.47,128.85,North,Texas,Dallas,Bank Transfer
