Customer ID,Customer Name,Age,Gender,Marital Status,Income Range,State,City,Loyalty Tier,Subscription Status
9e831808,Customer_793,64,Female,Single,80K-100K,California,Chicago,Gold,Inactive
928b7993,Customer_794,62,Male,Married,>100K,Texas,Houston,Bronze,Inactive
3bc7f36b,Customer_795,60,Male,Single,40K-60K,Florida,Miami,Gold,Inactive
049151e8,Customer_796,51,Female,Married,<40K,New York,Chicago,Bronze,Active
79e8bf53,Customer_797,38,Male,Single,<40K,New York,Houston,Gold,Inactive
3e493821,Customer_798,36,Male,Married,60K-80K,Texas,Houston,Bronze,Active
09cdd516,Customer_799,68,Female,Single,<40K,Texas,Dallas,Bronze,Active
b068e640,Customer_800,19,Male,Single,>100K,Florida,Dallas,Gold,Inactive
27ce2036,Customer_801,33,Female,Single,>100K,Texas,Dallas,Bronze,Inactive
27eb5130,Customer_802,37,Female,Married,60K-80K,Florida,Dallas,Silver,Inactive
89d443a0,Customer_803,22,Male,Divorced,40K-60K,New York,Los Angeles,Bronze,Active
10934070,Customer_804,56,Male,Married,<40K,California,Chicago,Gold,Active
f10fa606,Customer_805,19,Male,Divorced,60K-80K,New York,Los Angeles,Gold,Active
77b16879,Customer_806,47,Male,Single,>100K,Florida,Houston,Bronze,Inactive
1651d9fe,Customer_807,35,Female,Married,80K-100K,New York,Chicago,Silver,Inactive
955e6679,Customer_808,30,Male,Married,60K-80K,California,Los Angeles,Bronze,Inactive
4d0f3794,Customer_809,22,Male,Married,40K-60K,Illinois,Miami,Bronze,Active
1eb48c70,Customer_810,25,Female,Divorced,60K-80K,New York,Chicago,Gold,Active
246a9e5b,Customer_811,35,Female,Single,60K-80K,Texas,Houston,Silver,Active
5526a65f,Customer_812,71,Male,Single,<40K,New York,Chicago,Gold,Active
6df1e790,Customer_813,36,Female,Single,60K-80K,Florida,Houston,Gold,Active
50c7917d,Customer_814,68,Male,Divorced,60K-80K,Florida,Dallas,Gold,Inactive
0296c417,Customer_815,68,Female,Single,80K-100K,Texas,Los Angeles,Bronze,Inactive
648379a5,Customer_816,21,Female,Married,40K-60K,New York,Dallas,Silver,Inactive
f6a9b707,Customer_817,68,Male,Married,40K-60K,Texas,Houston,Gold,Inactive
112a886f,Customer_818,37,Male,Single,<40K,New York,Chicago,Silver,Active
bed9cf00,Customer_819,38,Female,Divorced,60K-80K,California,Houston,Silver,Active
c5ddb8e3,Customer_820,68,Male,Single,60K-80K,Illinois,Los Angeles,Silver,Inactive
6bb5eb2a,Customer_821,23,Male,Married,40K-60K,Florida,Miami,Bronze,Inactive
077564bf,Customer_822,66,Male,Single,>100K,Illinois,Miami,Bronze,Inactive
6577b45d,Customer_823,33,Male,Single,>100K,Florida,Miami,Silver,Inactive
930b6f17,Customer_824,72,Male,Single,40K-60K,Texas,Houston,Bronze,Active
c4319509,Customer_825,69,Male,Married,<40K,Texas,Miami,Silver,Inactive
3b6afd47,Customer_826,24,Male,Single,>100K,New York,Miami,Silver,Active
659e098e,Customer_827,32,Male,Single,80K-100K,Illinois,Dallas,Bronze,Active
c040cffe,Customer_828,37,Male,Married,60K-80K,Illinois,Miami,Bronze,Inactive
be7c405d,Customer_829,56,Female,Single,60K-80K,Florida,Houston,Silver,Active
3452fa2f,Customer_830,71,Female,Divorced,<40K,California,Chicago,Silver,Active
dcaa73a2,Customer_831,36,Male,Single,>100K,Florida,Los Angeles,Silver,Active
50460f05,Customer_832,54,Female,Married,40K-60K,Texas,Chicago,Bronze,Active
d6be8688,Customer_833,46,Male,Single,80K-100K,Florida,Dallas,Gold,Inactive
7d0871dc,Customer_834,37,Female,Married,40K-60K,California,Chicago,Silver,Inactive
d7eb7bd6,Customer_835,21,Male,Divorced,>100K,Texas,Miami,Gold,Active
bb573947,Customer_836,59,Male,Single,40K-60K,California,Miami,Silver,Inactive
740a9e15,Customer_837,52,Male,Married,<40K,Illinois,Miami,Silver,Active
96427c60,Customer_838,62,Female,Married,40K-60K,Texas,Dallas,Silver,Inactive
c2709636,Customer_839,30,Female,Divorced,40K-60K,Illinois,Dallas,Silver,Inactive
bd567be8,Customer_840,52,Female,Married,40K-60K,Texas,Los Angeles,Silver,Inactive
f871bf36,Customer_841,36,Male,Married,80K-100K,Illinois,Houston,Silver,Active
3d4fec43,Customer_842,69,Female,Divorced,60K-80K,Florida,Dallas,Silver,Inactive
82672a15,Customer_843,69,Male,Married,>100K,Illinois,Miami,Silver,Inactive
d530760a,Customer_844,31,Male,Divorced,80K-100K,Florida,Miami,Bronze,Active
9d2fe12f,Customer_845,22,Female,Single,>100K,New York,Chicago,Gold,Active
3f976f8b,Customer_846,61,Female,Single,40K-60K,California,Houston,Gold,Inactive
7f20db56,Customer_847,70,Male,Single,>100K,California,Dallas,Bronze,Active
020ca8c8,Customer_848,24,Female,Married,40K-60K,Texas,Dallas,Bronze,Inactive
74082a8c,Customer_849,46,Female,Divorced,<40K,California,Los Angeles,Bronze,Inactive
75b1835b,Customer_850,19,Female,Single,80K-100K,Illinois,Houston,Gold,Active
577f7944,Customer_851,43,Female,Married,60K-80K,Florida,Chicago,Gold,Active
759b7db0,Customer_852,59,Female,Single,40K-60K,California,Chicago,Gold,Active
f123a297,Customer_853,54,Male,Married,60K-80K,California,Chicago,Gold,Inactive
79ec75ce,Customer_854,25,Female,Married,80K-100K,Texas,Los Angeles,Silver,Inactive
19bec73f,Customer_855,44,Male,Married,80K-100K,New York,Miami,Silver,Active
dc5d2cf1,Customer_856,61,Male,Single,>100K,New York,Los Angeles,Gold,Inactive
91c6d134,Customer_857,67,Male,Divorced,80K-100K,Texas,Chicago,Gold,Inactive
b6effa70,Customer_858,25,Male,Single,<40K,Illinois,Dallas,Bronze,Inactive
23d1dbe1,Customer_859,36,Female,Divorced,40K-60K,Texas,Dallas,Silver,Inactive
6d6ae00e,Customer_860,36,Male,Married,60K-80K,New York,Miami,Silver,Inactive
491c69c5,Customer_861,41,Female,Married,60K-80K,Illinois,Dallas,Gold,Inactive
954312cb,Customer_862,47,Female,Married,60K-80K,New York,Dallas,Silver,Inactive
7aa47873,Customer_863,52,Male,Married,<40K,Illinois,Los Angeles,Bronze,Inactive
f3c5ecaf,Customer_864,61,Female,Married,<40K,Florida,Chicago,Bronze,Active
e5802ba6,Customer_865,21,Female,Single,80K-100K,Texas,Houston,Bronze,Inactive
669a1724,Customer_866,72,Female,Single,<40K,California,Miami,Silver,Active
414bdfcf,Customer_867,19,Male,Divorced,60K-80K,California,Houston,Silver,Inactive
74be092b,Customer_868,26,Female,Married,40K-60K,New York,Miami,Silver,Active
e7547dc0,Customer_869,36,Female,Divorced,>100K,California,Chicago,Gold,Inactive
d8bc7088,Customer_870,51,Male,Divorced,60K-80K,Texas,Dallas,Gold,Inactive
6e63439e,Customer_871,25,Male,Divorced,60K-80K,New York,Dallas,Gold,Active
f3fa64fe,Customer_872,59,Female,Married,40K-60K,Florida,Los Angeles,Gold,Active
f43072f0,Customer_873,65,Female,Divorced,80K-100K,Illinois,Houston,Gold,Inactive
c4c25f17,Customer_874,25,Female,Divorced,60K-80K,New York,Miami,Gold,Active
d4090619,Customer_875,28,Female,Married,>100K,Illinois,Miami,Bronze,Active
dd7f30a8,Customer_876,58,Male,Married,40K-60K,New York,Houston,Silver,Active
2356f140,Customer_877,68,Female,Single,60K-80K,Texas,Houston,Gold,Active
b00c944e,Customer_878,60,Male,Single,60K-80K,New York,Miami,Silver,Active
bf423854,Customer_879,57,Female,Single,40K-60K,California,Dallas,Gold,Active
c57f3ef3,Customer_880,63,Female,Divorced,80K-100K,Illinois,Dallas,Silver,Inactive
92a97afe,Customer_881,43,Male,Divorced,60K-80K,Florida,Miami,Bronze,Active
3cd89f87,Customer_882,62,Female,Single,80K-100K,Illinois,Houston,Bronze,Inactive
2a74f43c,Customer_883,67,Female,Married,40K-60K,California,Houston,Bronze,Inactive
3d0caa22,Customer_884,65,Female,Married,80K-100K,Texas,Miami,Gold,Inactive
22f708a0,Customer_885,61,Female,Single,40K-60K,Illinois,Los Angeles,Gold,Active
161bff9c,Customer_886,22,Female,Divorced,<40K,Texas,Houston,Bronze,Inactive
f9f2de38,Customer_887,69,Male,Divorced,>100K,Texas,Miami,Silver,Inactive
b50a208f,Customer_888,32,Female,Married,40K-60K,New York,Dallas,Silver,Active
8e4b4063,Customer_889,27,Female,Single,>100K,Illinois,Dallas,Bronze,Inactive
79a14525,Customer_890,28,Female,Divorced,80K-100K,Texas,Miami,Gold,Inactive
d25d1bae,Customer_891,18,Male,Divorced,80K-100K,California,Dallas,Silver,Inactive
ba8aa409,Customer_892,20,Male,Divorced,<40K,Florida,Los Angeles,Bronze,Inactive
a0962047,Customer_893,24,Male,Divorced,60K-80K,Texas,Houston,Gold,Inactive
7bb696ba,Customer_894,38,Female,Single,80K-100K,Texas,Dallas,Silver,Inactive
7a400eed,Customer_895,74,Female,Divorced,>100K,Illinois,Miami,Bronze,Inactive
146fe7d9,Customer_896,20,Male,Divorced,60K-80K,California,Los Angeles,Bronze,Active
d7602093,Customer_897,20,Male,Divorced,40K-60K,California,Chicago,Bronze,Inactive
789c29d0,Customer_898,47,Female,Divorced,60K-80K,Texas,Los Angeles,Silver,Active
8de48006,Customer_899,48,Male,Single,60K-80K,Illinois,Chicago,Silver,Inactive
448184d1,Customer_900,57,Male,Single,60K-80K,Illinois,Chicago,Bronze,Inactive
73167719,Customer_901,35,Female,Divorced,80K-100K,New York,Dallas,Bronze,Active
8543a87a,Customer_902,48,Female,Divorced,60K-80K,Illinois,Houston,Silver,Active
def2ad0d,Customer_903,69,Female,Single,80K-100K,New York,Chicago,Gold,Inactive
9b4ff5fe,Customer_904,61,Male,Divorced,40K-60K,Texas,Houston,Silver,Inactive
619767c0,Customer_905,67,Male,Divorced,60K-80K,Texas,Miami,Silver,Inactive
c1e439d2,Customer_906,41,Male,Single,60K-80K,Illinois,Los Angeles,Silver,Active
3558a71f,Customer_907,70,Female,Married,>100K,Illinois,Houston,Gold,Active
223de1da,Customer_908,66,Male,Divorced,60K-80K,Texas,Dallas,Silver,Active
4d6ec26c,Customer_909,27,Female,Single,80K-100K,Florida,Los Angeles,Silver,Inactive
c6c018ec,Customer_910,51,Female,Married,>100K,Florida,Miami,Bronze,Active
46ef515a,Customer_911,40,Male,Single,>100K,New York,Chicago,Silver,Active
b4b89054,Customer_912,20,Female,Divorced,<40K,California,Chicago,Bronze,Active
1c7ee8ba,Customer_913,57,Female,Divorced,80K-100K,New York,Los Angeles,Gold,Inactive
d3e821cc,Customer_914,70,Male,Divorced,<40K,Texas,Miami,Bronze,Active
c2199001,Customer_915,58,Female,Married,80K-100K,New York,Chicago,Bronze,Active
788cd753,Customer_916,63,Female,Single,<40K,Florida,Chicago,Gold,Inactive
1ef4849a,Customer_917,30,Male,Divorced,40K-60K,New York,Miami,Gold,Active
50f950cf,Customer_918,20,Male,Single,40K-60K,Florida,Dallas,Silver,Inactive
143b839c,Customer_919,51,Female,Single,<40K,New York,Houston,Silver,Inactive
92970429,Customer_920,31,Female,Single,40K-60K,Florida,Los Angeles,Silver,Inactive
d5574e19,Customer_921,38,Male,Single,>100K,New York,Los Angeles,Bronze,Inactive
2408d929,Customer_922,41,Female,Married,40K-60K,New York,Miami,Gold,Active
1a469930,Customer_923,46,Male,Divorced,<40K,Illinois,Miami,Silver,Active
b1a909a4,Customer_924,34,Male,Married,80K-100K,California,Dallas,Gold,Inactive
4decf4e5,Customer_925,61,Male,Single,40K-60K,Florida,Dallas,Gold,Inactive
29d0d139,Customer_926,28,Female,Divorced,<40K,California,Chicago,Silver,Active
9154e0da,Customer_927,35,Male,Married,<40K,California,Dallas,Bronze,Active
f51f4f88,Customer_928,49,Male,Married,80K-100K,California,Miami,Gold,Inactive
49a02b36,Customer_929,32,Female,Divorced,>100K,Texas,Miami,Bronze,Inactive
8b1b86d0,Customer_930,39,Female,Single,80K-100K,New York,Houston,Bronze,Inactive
35022a09,Customer_931,46,Male,Single,<40K,Texas,Los Angeles,Gold,Inactive
59ec146c,Customer_932,65,Male,Married,<40K,Florida,Miami,Gold,Active
76758972,Customer_933,59,Female,Divorced,60K-80K,Texas,Houston,Silver,Active
9bd27479,Customer_934,68,Female,Single,80K-100K,Illinois,Chicago,Bronze,Inactive
d51b4a46,Customer_935,31,Female,Married,80K-100K,New York,Miami,Bronze,Inactive
97dfb04c,Customer_936,65,Male,Single,>100K,Illinois,Miami,Silver,Inactive
40fd0a57,Customer_937,53,Female,Divorced,80K-100K,New York,Chicago,Gold,Active
888cd6fa,Customer_938,19,Female,Married,>100K,California,Houston,Gold,Inactive
df3d63b7,Customer_939,20,Male,Married,>100K,New York,Dallas,Gold,Active
1966300f,Customer_940,28,Male,Married,80K-100K,California,Los Angeles,Silver,Inactive
2bbf61d4,Customer_941,61,Female,Married,40K-60K,California,Miami,Silver,Active
d7e78dc2,Customer_942,64,Female,Married,80K-100K,Florida,Miami,Silver,Active
635c750b,Customer_943,19,Male,Single,80K-100K,Texas,Miami,Bronze,Inactive
f9463617,Customer_944,58,Female,Single,<40K,New York,Miami,Silver,Inactive
ab81ce1f,Customer_945,32,Male,Single,>100K,New York,Los Angeles,Bronze,Active
a4f4ce48,Customer_946,29,Female,Single,60K-80K,Texas,Los Angeles,Silver,Inactive
35072289,Customer_947,21,Female,Married,>100K,Texas,Dallas,Gold,Inactive
3e80a09a,Customer_948,29,Female,Married,>100K,Florida,Houston,Bronze,Inactive
6f0113b3,Customer_949,30,Male,Divorced,60K-80K,California,Miami,Gold,Active
a585c7e7,Customer_950,72,Male,Single,60K-80K,New York,Houston,Gold,Active
f4910f41,Customer_951,67,Female,Married,40K-60K,Florida,Houston,Silver,Active
41c8df4d,Customer_952,36,Female,Married,80K-100K,California,Miami,Gold,Inactive
5bdc9517,Customer_953,50,Male,Married,>100K,Texas,Miami,Bronze,Inactive
498659b1,Customer_954,42,Male,Married,>100K,New York,Houston,Silver,Active
c7c3b053,Customer_955,72,Female,Single,>100K,Illinois,Los Angeles,Gold,Active
dfb81ad8,Customer_956,72,Male,Single,80K-100K,California,Miami,Bronze,Active
8fcac5f0,Customer_957,36,Male,Married,<40K,New York,Los Angeles,Silver,Inactive
1f49e761,Customer_958,67,Female,Married,40K-60K,California,Houston,Bronze,Inactive
6ce48a51,Customer_959,22,Female,Divorced,>100K,Florida,Dallas,Bronze,Active
bc4e11c4,Customer_960,22,Male,Married,<40K,Illinois,Dallas,Gold,Active
6b88550d,Customer_961,34,Male,Divorced,>100K,Florida,Dallas,Silver,Inactive
343b2fca,Customer_962,59,Female,Divorced,80K-100K,California,Dallas,Gold,Active
37b9c36d,Customer_963,63,Male,Single,<40K,Florida,Dallas,Bronze,Inactive
aea484c8,Customer_964,52,Male,Single,>100K,New York,Chicago,Bronze,Active
41997d35,Customer_965,60,Female,Single,40K-60K,California,Houston,Silver,Inactive
eb01998c,Customer_966,47,Female,Married,60K-80K,Illinois,Chicago,Silver,Inactive
7eb4cfcc,Customer_967,40,Male,Divorced,60K-80K,Texas,Houston,Silver,Active
71965277,Customer_968,74,Male,Married,80K-100K,California,Miami,Silver,Active
c8642aea,Customer_969,40,Female,Single,80K-100K,Texas,Houston,Bronze,Inactive
beaf19ca,Customer_970,47,Male,Single,>100K,New York,Miami,Silver,Active
fc980457,Customer_971,23,Female,Married,40K-60K,Florida,Houston,Bronze,Inactive
924db593,Customer_972,37,Male,Divorced,<40K,New York,Los Angeles,Gold,Active
6f9599c1,Customer_973,55,Male,Single,40K-60K,Illinois,Dallas,Bronze,Active
190a03c4,Customer_974,63,Female,Single,60K-80K,Illinois,Houston,Gold,Inactive
03faf8e0,Customer_975,32,Male,Married,80K-100K,New York,Houston,Gold,Active
40c9d039,Customer_976,68,Female,Married,>100K,California,Miami,Gold,Active
d628d411,Customer_977,61,Male,Single,60K-80K,New York,Dallas,Gold,Inactive
02e388d6,Customer_978,41,Female,Single,>100K,Texas,Miami,Silver,Inactive
ade52d5c,Customer_979,74,Female,Divorced,40K-60K,Florida,Miami,Gold,Active
27692738,Customer_980,45,Female,Single,<40K,Florida,Dallas,Bronze,Inactive
42286b5f,Customer_981,71,Female,Single,>100K,Texas,Houston,Gold,Active
fcf4a761,Customer_982,43,Female,Divorced,60K-80K,California,Chicago,Gold,Active
7fe3b9b3,Customer_983,36,Male,Single,40K-60K,Texas,Chicago,Silver,Active
45d80cee,Customer_984,31,Female,Divorced,80K-100K,Texas,Chicago,Silver,Active
2492207e,Customer_985,43,Male,Divorced,60K-80K,Illinois,Los Angeles,Bronze,Inactive
be813725,Customer_986,67,Female,Married,<40K,Texas,Miami,Bronze,Inactive
7e7e4024,Customer_987,64,Female,Divorced,<40K,Texas,Dallas,Gold,Active
e893a85d,Customer_988,31,Female,Single,40K-60K,Florida,Los Angeles,Gold,Inactive
2fff9160,Customer_989,30,Female,Divorced,40K-60K,Texas,Houston,Gold,Active
7305fad7,Customer_990,63,Male,Divorced,80K-100K,New York,Chicago,Bronze,Active
cb4e8228,Customer_991,45,Male,Divorced,60K-80K,California,Los Angeles,Silver,Active
5cb9281f,Customer_992,24,Male,Married,80K-100K,Texas,Dallas,Gold,Inactive
9b689345,Customer_993,66,Male,Single,60K-80K,New York,Los Angeles,Silver,Active
c5b97449,Customer_994,73,Male,Married,80K-100K,New York,Miami,Bronze,Inactive
9c95e9c0,Customer_995,34,Female,Single,80K-100K,California,Dallas,Gold,Inactive
5e5b0d95,Customer_996,66,Female,Married,>100K,Texas,Los Angeles,Bronze,Active
e0b0c079,Customer_997,37,Female,Married,>100K,Florida,Los Angeles,Gold,Active
958098c5,Customer_998,57,Female,Single,40K-60K,Florida,Houston,Bronze,Active
1b58da6b,Customer_999,29,Male,Married,60K-80K,Texas,Los Angeles,Bronze,Inactive
b2cf4441,Customer_1000,74,Male,Married,60K-80K,Florida,Houston,Gold,Inactive
2e52c41c,Customer_1001,24,Male,Divorced,<40K,Florida,Dallas,Bronze,Inactive
0f519891,Customer_1002,42,Male,Single,60K-80K,New York,Miami,Silver,Active
84ddfca2,Customer_1003,28,Male,Divorced,>100K,Florida,Houston,Gold,Active
b61fd763,Customer_1004,64,Female,Single,>100K,California,Houston,Bronze,Inactive
5885779d,Customer_1005,72,Female,Married,80K-100K,Illinois,Miami,Bronze,Inactive
3042a4fe,Customer_1006,68,Male,Single,>100K,California,Chicago,Silver,Inactive
8530efdc,Customer_1007,67,Male,Divorced,>100K,California,Houston,Bronze,Active
5a9eee9c,Customer_1008,21,Female,Married,>100K,Texas,Dallas,Gold,Active
efb3fe29,Customer_1009,29,Female,Married,60K-80K,California,Miami,Silver,Active
5750ff59,Customer_1010,34,Female,Married,80K-100K,Florida,Chicago,Gold,Active
48a9f876,Customer_1011,42,Female,Married,<40K,California,Los Angeles,Silver,Active
29bc7347,Customer_1012,49,Male,Divorced,<40K,California,Los Angeles,Gold,Inactive
9317983b,Customer_1013,32,Male,Divorced,80K-100K,Texas,Dallas,Bronze,Inactive
9768376a,Customer_1014,56,Female,Single,<40K,Illinois,Los Angeles,Silver,Inactive
c35929fa,Customer_1015,50,Female,Divorced,60K-80K,California,Houston,Bronze,Inactive
1fcce408,Customer_1016,35,Female,Divorced,<40K,New York,Los Angeles,Bronze,Active
6f195d88,Customer_1017,59,Female,Single,>100K,Florida,Chicago,Gold,Inactive
9a2b3723,Customer_1018,74,Male,Single,40K-60K,Texas,Miami,Gold,Active
0e4d9900,Customer_1019,64,Female,Divorced,80K-100K,New York,Miami,Gold,Active
6496b9b9,Customer_1020,63,Female,Married,<40K,Florida,Los Angeles,Gold,Inactive
28842953,Customer_1021,31,Female,Married,60K-80K,Florida,Houston,Gold,Inactive
168d5aaa,Customer_1022,32,Male,Single,80K-100K,Texas,Chicago,Gold,Active
7282fc1c,Customer_1023,62,Female,Married,>100K,Illinois,Dallas,Bronze,Active
1d46beed,Customer_1024,39,Female,Married,80K-100K,California,Miami,Bronze,Inactive
547d589b,Customer_1025,24,Female,Married,40K-60K,New York,Houston,Gold,Inactive
6878fda7,Customer_1026,59,Male,Divorced,60K-80K,Illinois,Miami,Gold,Active
76e1caac,Customer_1027,71,Male,Single,>100K,New York,Dallas,Gold,Active
9099ae6e,Customer_1028,29,Female,Divorced,40K-60K,Texas,Miami,Bronze,Inactive
605e614a,Customer_1029,40,Male,Married,60K-80K,New York,Chicago,Silver,Active
94142598,Customer_1030,41,Male,Single,60K-80K,Texas,Chicago,Gold,Inactive
db0d3b9d,Customer_1031,50,Female,Single,<40K,Florida,Los Angeles,Gold,Inactive
efdcaf0c,Customer_1032,67,Female,Married,>100K,Texas,Dallas,Gold,Active
dd50809d,Customer_1033,55,Female,Married,<40K,California,Houston,Silver,Inactive
47422811,Customer_1034,22,Male,Single,60K-80K,California,Houston,Bronze,Active
279387b0,Customer_1035,28,Male,Single,80K-100K,New York,Los Angeles,Gold,Inactive
c13f9238,Customer_1036,41,Male,Divorced,60K-80K,Illinois,Dallas,Bronze,Inactive
76122b7f,Customer_1037,34,Male,Single,80K-100K,California,Chicago,Gold,Active
60835036,Customer_1038,20,Female,Divorced,>100K,Texas,Los Angeles,Gold,Active
918409c2,Customer_1039,18,Female,Divorced,>100K,Texas,Miami,Silver,Active
982f36ee,Customer_1040,74,Male,Married,80K-100K,Texas,Houston,Bronze,Inactive
c6908cf8,Customer_1041,46,Male,Married,>100K,New York,Chicago,Bronze,Inactive
65dd7efb,Customer_1042,23,Male,Married,<40K,California,Miami,Silver,Active
f0b12a26,Customer_1043,28,Male,Married,80K-100K,Illinois,Chicago,Bronze,Inactive
d75b4863,Customer_1044,72,Male,Married,<40K,Florida,Miami,Bronze,Inactive
4678791e,Customer_1045,69,Male,Single,>100K,Florida,Dallas,Bronze,Inactive
2ebd8ebd,Customer_1046,66,Male,Divorced,60K-80K,New York,Houston,Silver,Active
58434749,Customer_1047,70,Female,Divorced,80K-100K,Texas,Chicago,Gold,Inactive
d5f5a6b1,Customer_1048,39,Male,Divorced,<40K,California,Miami,Bronze,Active
0b5ba49f,Customer_1049,21,Male,Single,60K-80K,California,Chicago,Bronze,Active
f7a7d4f8,Customer_1050,53,Male,Married,60K-80K,Florida,Dallas,Gold,Active
359b275a,Customer_1051,42,Male,Divorced,60K-80K,California,Chicago,Bronze,Active
3cc012de,Customer_1052,62,Male,Married,80K-100K,Illinois,Miami,Gold,Active
572254d4,Customer_1053,46,Male,Divorced,>100K,Texas,Los Angeles,Gold,Inactive
519fd71c,Customer_1054,54,Male,Single,80K-100K,Illinois,Houston,Gold,Inactive
0fff69ea,Customer_1055,68,Female,Divorced,<40K,New York,Houston,Silver,Inactive
bc3ed7cb,Customer_1056,60,Male,Divorced,40K-60K,California,Chicago,Bronze,Inactive
e905afc3,Customer_1057,50,Female,Divorced,40K-60K,Texas,Chicago,Silver,Active
6ba21d30,Customer_1058,30,Female,Divorced,>100K,Texas,Chicago,Bronze,Active
88b1fec9,Customer_1059,49,Female,Married,40K-60K,Texas,Los Angeles,Bronze,Active
8f9c688c,Customer_1060,36,Female,Divorced,60K-80K,Texas,Miami,Gold,Active
20bd99fb,Customer_1061,49,Female,Single,80K-100K,New York,Los Angeles,Gold,Inactive
2fc0d8d5,Customer_1062,66,Female,Single,40K-60K,California,Miami,Silver,Inactive
d2e4689a,Customer_1063,22,Female,Divorced,>100K,Illinois,Chicago,Bronze,Active
522c5ee6,Customer_1064,18,Female,Single,60K-80K,California,Miami,Silver,Active
bfdc420e,Customer_1065,49,Male,Divorced,60K-80K,Illinois,Dallas,Silver,Inactive
c445baf4,Customer_1066,30,Female,Married,<40K,California,Dallas,Bronze,Inactive
197cdc40,Customer_1067,26,Male,Divorced,40K-60K,Illinois,Houston,Silver,Inactive
14af43f9,Customer_1068,65,Female,Married,<40K,Texas,Dallas,Bronze,Inactive
1f1ca35a,Customer_1069,20,Female,Single,80K-100K,Florida,Houston,Gold,Inactive
8fc14a94,Customer_1070,24,Female,Divorced,60K-80K,New York,Miami,Bronze,Inactive
ba35b89e,Customer_1071,62,Female,Divorced,>100K,California,Dallas,Bronze,Inactive
9af66b29,Customer_1072,55,Male,Married,>100K,California,Houston,Bronze,Active
abc0335f,Customer_1073,42,Male,Single,>100K,Florida,Chicago,Silver,Active
673ab1e7,Customer_1074,45,Female,Single,40K-60K,Texas,Miami,Bronze,Inactive
447dbd10,Customer_1075,43,Female,Married,40K-60K,Texas,Miami,Bronze,Active
ca50672c,Customer_1076,24,Female,Married,80K-100K,New York,Dallas,Silver,Active
e1b68d53,Customer_1077,44,Male,Married,40K-60K,New York,Chicago,Silver,Inactive
9e0581b4,Customer_1078,64,Female,Single,<40K,Florida,Dallas,Bronze,Active
8ebf1ddc,Customer_1079,28,Female,Divorced,<40K,New York,Chicago,Gold,Inactive
d7fbd024,Customer_1080,72,Male,Married,<40K,Florida,Houston,Bronze,Active
c6549f0b,Customer_1081,63,Male,Divorced,>100K,California,Chicago,Silver,Active
06b8dcf4,Customer_1082,28,Female,Divorced,80K-100K,Florida,Dallas,Gold,Inactive
2ba4e4a4,Customer_1083,30,Female,Married,80K-100K,California,Los Angeles,Gold,Active
02003331,Customer_1084,52,Female,Divorced,60K-80K,California,Miami,Gold,Inactive
8a986a1b,Customer_1085,30,Female,Married,<40K,New York,Houston,Silver,Active
910d7559,Customer_1086,70,Female,Single,<40K,Texas,Chicago,Silver,Inactive
cd8fec1a,Customer_1087,52,Female,Single,60K-80K,Illinois,Los Angeles,Gold,Inactive
785ca1a8,Customer_1088,63,Male,Single,>100K,New York,Miami,Gold,Inactive
df7e8685,Customer_1089,38,Female,Single,>100K,California,Dallas,Silver,Inactive
6db73b52,Customer_1090,52,Female,Single,40K-60K,California,Houston,Silver,Inactive
223350bf,Customer_1091,51,Female,Single,<40K,Texas,Los Angeles,Silver,Inactive
cd287e74,Customer_1092,39,Male,Married,40K-60K,California,Los Angeles,Gold,Inactive
100bb2c1,Customer_1093,40,Male,Married,>100K,Texas,Los Angeles,Gold,Inactive
a11fa8fc,Customer_1094,21,Female,Married,40K-60K,Florida,Chicago,Silver,Active
b50efa1d,Customer_1095,27,Female,Married,<40K,New York,Chicago,Gold,Inactive
fa6000b9,Customer_1096,18,Female,Married,<40K,New York,Chicago,Silver,Active
3dce50b1,Customer_1097,18,Female,Married,60K-80K,Texas,Houston,Silver,Inactive
14020d4c,Customer_1098,52,Female,Divorced,80K-100K,Illinois,Houston,Gold,Active
53e11a2a,Customer_1099,18,Female,Single,<40K,Illinois,Los Angeles,Bronze,Active
0da240aa,Customer_1100,72,Female,Married,>100K,California,Chicago,Gold,Active
50eb41fd,Customer_1101,69,Male,Single,<40K,Illinois,Chicago,Bronze,Active
d0b2687b,Customer_1102,41,Female,Married,40K-60K,Illinois,Chicago,Gold,Inactive
b0579d2e,Customer_1103,73,Female,Married,<40K,California,Dallas,Silver,Active
6a39437a,Customer_1104,31,Male,Single,40K-60K,Texas,Dallas,Bronze,Active
16c2acd8,Customer_1105,41,Female,Divorced,80K-100K,Texas,Houston,Gold,Active
bffe5262,Customer_1106,57,Male,Single,80K-100K,Texas,Chicago,Gold,Inactive
cfd18051,Customer_1107,48,Male,Married,>100K,New York,Houston,Gold,Active
16fc88e3,Customer_1108,36,Male,Single,40K-60K,Illinois,Dallas,Bronze,Inactive
ea60ebc9,Customer_1109,26,Female,Married,>100K,California,Los Angeles,Silver,Inactive
62bfd164,Customer_1110,37,Male,Single,80K-100K,New York,Chicago,Gold,Active
16ee9a4b,Customer_1111,45,Male,Divorced,>100K,Florida,Miami,Silver,Inactive
c1832663,Customer_1112,71,Female,Single,80K-100K,Texas,Miami,Silver,Inactive
6beb0a0c,Customer_1113,50,Female,Divorced,<40K,New York,Dallas,Bronze,Inactive
4882b3ea,Customer_1114,32,Female,Single,<40K,New York,Chicago,Bronze,Active
